日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-05-22,1.012,1.014,1.009,1.011,2031924,205680790.0,0.49,-0.49,-0.005,1075.32
2025-05-23,1.011,1.019,1.004,1.005,543252,55059157.0,1.48,-0.59,-0.006,287.5
2025-05-26,1.005,1.007,0.998,1.003,197263,19784100.0,0.9,-0.2,-0.002,104.39
2025-05-27,1.001,1.003,0.995,0.997,115075,11487241.0,0.8,-0.6,-0.006,60.9
2025-05-28,0.997,1.007,0.997,1.006,161251,16183764.0,1.0,0.9,0.009,85.34
2025-05-29,1.004,1.01,1.004,1.007,201952,20337659.0,0.6,0.1,0.001,106.88
2025-05-30,1.005,1.009,1.003,1.008,172690,17374601.0,0.6,0.1,0.001,91.39
2025-06-03,1.001,1.002,0.997,0.999,83018,8294008.0,0.5,-0.89,-0.009,43.93
2025-06-04,0.998,1.003,0.998,1.002,38200,3825355.0,0.5,0.3,0.003,20.22
2025-06-05,1.004,1.004,0.998,0.999,60321,6039206.0,0.6,-0.3,-0.003,31.92
2025-06-06,0.999,1.005,0.999,1.002,105739,10592084.0,0.6,0.3,0.003,55.96
2025-06-09,1.0,1.004,0.999,1.004,40155,4026704.0,0.5,0.2,0.002,21.25
2025-06-10,1.003,1.008,0.998,1.004,60998,6127888.0,1.0,0.0,0.0,32.28
2025-06-11,1.004,1.011,1.004,1.009,113100,11415980.0,0.7,0.5,0.005,59.85
2025-06-12,1.008,1.008,1.005,1.006,35121,3534770.0,0.3,-0.3,-0.003,18.59
2025-06-13,1.007,1.008,1.001,1.003,26705,2683431.0,0.7,-0.3,-0.003,14.13
2025-06-16,1.002,1.003,1.0,1.001,20107,2014940.0,0.3,-0.2,-0.002,10.64
2025-06-17,0.999,1.002,0.998,1.001,9307,930298.0,0.4,0.0,0.0,4.93
2025-06-18,1.002,1.005,0.998,0.999,17820,1784458.0,0.7,-0.2,-0.002,9.43
2025-06-19,0.998,0.998,0.988,0.99,9568,951227.0,1.0,-0.9,-0.009,5.06
2025-06-20,0.99,0.996,0.99,0.994,10759,1068949.0,0.61,0.4,0.004,5.69
