日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-02,0.574,0.579,0.569,0.571,308108196.0,175929779.91599998,1.7421602787456463,,,
2025-04-03,0.567,0.578,0.566,0.568,318879100.0,181123328.79999998,2.1164021164021185,-0.5253940455341555,-0.0030000000000000027,
2025-04-07,0.536,0.554,0.511,0.517,636170574.0,328900186.758,8.022388059701498,-8.978873239436613,-0.050999999999999934,
2025-04-08,0.52,0.526,0.509,0.518,429669174.0,222568632.132,3.2692307692307723,0.19342359767891004,0.0010000000000000009,
2025-04-09,0.506,0.516,0.491,0.515,365913200.0,188445298.0,4.940711462450597,-0.579150579150578,-0.0030000000000000027,
2025-04-10,0.521,0.535,0.521,0.528,336735567.0,177796379.37600002,2.6871401151631504,2.5242718446601975,0.013000000000000012,
2025-04-11,0.521,0.534,0.521,0.532,266164396.0,141599458.67200002,2.4952015355086394,0.7575757575757569,0.0040000000000000036,
2025-04-14,0.536,0.544,0.532,0.539,244105580.0,131572907.62,2.2388059701492558,1.3157894736842035,0.007000000000000006,
2025-04-15,0.537,0.54,0.531,0.536,166687600.0,89344553.60000001,1.6759776536312863,-0.5565862708719838,-0.0030000000000000027,
2025-04-16,0.533,0.535,0.523,0.531,220390700.0,117027461.7,2.2514071294559117,-0.9328358208955279,-0.0050000000000000044,
2025-04-17,0.529,0.533,0.527,0.529,116553859.0,61656991.411000006,1.1342155009451804,-0.37664783427495685,-0.0020000000000000018,
2025-04-18,0.53,0.535,0.526,0.529,91987300.0,48661281.7,1.6981132075471712,0.0,0.0,
2025-04-21,0.526,0.539,0.524,0.538,202215500.0,108791939.0,2.851711026615972,1.7013232514177634,0.009000000000000008,
2025-04-22,0.535,0.548,0.534,0.544,183923404.0,100054331.77600001,2.616822429906544,1.1152416356877248,0.006000000000000005,
2025-04-23,0.545,0.55,0.539,0.54,211417700.0,114165558.00000001,2.0183486238532127,-0.7352941176470562,-0.0040000000000000036,
2025-04-24,0.54,0.55,0.539,0.544,168111724.0,91452777.856,2.0370370370370385,0.7407407407407307,0.0040000000000000036,
2025-04-25,0.546,0.549,0.536,0.541,213113500.0,115294403.50000001,2.3809523809523827,-0.5514705882352922,-0.0030000000000000027,
2025-04-28,0.536,0.541,0.531,0.54,142468070.0,76932757.80000001,1.8656716417910464,-0.1848428835489857,-0.0010000000000000009,
2025-04-29,0.539,0.546,0.538,0.542,113451613.0,61490774.24600001,1.4842300556586283,0.37037037037037646,0.0020000000000000018,
2025-04-30,0.541,0.549,0.54,0.548,160285500.0,87836454.0,1.6635859519408516,1.1070110701107083,0.006000000000000005,
2025-05-06,0.552,0.553,0.547,0.552,148329972.0,81878144.544,1.0869565217391313,0.7299270072992803,0.0040000000000000036,
2025-05-07,0.555,0.558,0.541,0.545,265407100.0,144646869.5,3.0630630630630655,-1.2681159420289911,-0.007000000000000006,
2025-05-08,0.544,0.547,0.542,0.545,112724926.0,61435084.67,0.9191176470588243,0.0,0.0,
2025-05-09,0.545,0.551,0.544,0.546,150945700.0,82416352.2,1.2844036697247718,0.18348623853210455,0.0010000000000000009,
2025-05-12,0.543,0.545,0.533,0.539,221725800.0,119510206.2,2.209944751381217,-1.2820512820512886,-0.007000000000000006,
2025-05-13,0.541,0.546,0.541,0.545,221993842.0,120986643.89000002,0.9242144177449176,1.1131725417439675,0.006000000000000005,
2025-05-14,0.542,0.549,0.54,0.547,156531017.0,85622466.29900001,1.6605166051660532,0.3669724770642313,0.0020000000000000018,
