日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-02,0.923,0.939,0.921,0.933,188852900.0,176199755.70000002,1.9501625135427847,,,
2025-04-03,0.92,0.936,0.909,0.914,226131470.0,206684163.58,2.9347826086956545,-2.0364415862808127,-0.019000000000000017,
2025-04-07,0.858,0.859,0.823,0.823,208583000.0,171663809.0,4.195804195804199,-9.956236323851208,-0.09100000000000008,
2025-04-08,0.782,0.805,0.758,0.781,502605825.0,392535149.325,6.010230179028138,-5.1032806804374164,-0.041999999999999926,
2025-04-09,0.759,0.807,0.729,0.801,544393700.0,436059353.70000005,10.276679841897241,2.5608194622279257,0.020000000000000018,
2025-04-10,0.829,0.848,0.821,0.826,540660300.0,446585407.79999995,3.256936067551269,3.1210986267165897,0.02499999999999991,
2025-04-11,0.815,0.848,0.813,0.839,385638569.0,323550759.391,4.2944785276073665,1.57384987893463,0.013000000000000012,
2025-04-14,0.852,0.857,0.84,0.844,252223903.0,212876974.132,1.9953051643192505,0.5959475566150285,0.0050000000000000044,
2025-04-15,0.843,0.846,0.828,0.838,201560100.0,168907363.79999998,2.1352313167259807,-0.7109004739336511,-0.006000000000000005,
2025-04-16,0.836,0.837,0.816,0.827,177869200.0,147097828.4,2.511961722488041,-1.3126491646778038,-0.01100000000000001,
2025-04-17,0.821,0.835,0.819,0.823,156097101.0,128467914.123,1.948842874543242,-0.48367593712213,-0.0040000000000000036,
2025-04-18,0.824,0.828,0.816,0.825,147016600.0,121288695.0,1.4563106796116518,0.2430133657351119,0.0020000000000000018,
2025-04-21,0.821,0.848,0.815,0.848,308786240.0,261850731.51999998,4.0194884287454355,2.7878787878787836,0.02300000000000002,
2025-04-22,0.846,0.848,0.837,0.839,329559111.0,276500094.129,1.3002364066193866,-1.0613207547169767,-0.009000000000000008,
2025-04-23,0.849,0.872,0.846,0.866,422811713.0,366154943.458,3.062426383981157,3.218116805721105,0.027000000000000024,
2025-04-24,0.867,0.875,0.855,0.861,347987613.0,299617334.793,2.3068050749711673,-0.5773672055427226,-0.0050000000000000044,
2025-04-25,0.861,0.867,0.852,0.862,324987806.0,280139488.772,1.7421602787456463,0.11614401858304202,0.0010000000000000009,
2025-04-28,0.862,0.867,0.847,0.848,198900000.0,168667200.0,2.3201856148491897,-1.6241299303944357,-0.014000000000000012,
2025-04-29,0.848,0.864,0.845,0.861,232083600.0,199823979.6,2.240566037735851,1.5330188679245405,0.013000000000000012,
2025-04-30,0.863,0.892,0.86,0.886,335407767.0,297171281.562,3.707995365005797,2.9036004645760727,0.025000000000000022,
2025-05-06,0.896,0.909,0.892,0.909,310891706.0,282600560.754,1.8973214285714302,2.5959367945823875,0.02300000000000002,
2025-05-07,0.922,0.925,0.895,0.908,357704564.0,324795744.112,3.253796095444688,-0.11001100110010764,-0.0010000000000000009,
2025-05-08,0.907,0.919,0.904,0.916,245443800.0,224826520.8,1.6538037486218318,0.8810572687224738,0.008000000000000007,
2025-05-09,0.913,0.914,0.892,0.901,351640776.0,316828339.176,2.40963855421687,-1.637554585152845,-0.015000000000000013,
2025-05-12,0.909,0.927,0.909,0.927,431391265.0,399899702.65500003,1.980198019801982,2.8856825749167703,0.026000000000000023,
2025-05-13,0.939,0.94,0.917,0.918,409410300.0,375838655.40000004,2.4494142705005233,-0.9708737864077666,-0.009000000000000008,
2025-05-14,0.917,0.925,0.912,0.919,238828135.0,219483056.065,1.4176663031624877,0.10893246187364536,0.0010000000000000009,
2025-05-15,0.918,0.918,0.898,0.9,296463800.0,266817420.0,2.1786492374727686,-2.0674646354733373,-0.019000000000000017,
2025-05-16,0.895,0.915,0.895,0.902,231813500.0,209095777.0,2.2346368715083815,0.22222222222221255,0.0020000000000000018,
2025-05-19,0.9,0.901,0.884,0.898,183851600.0,165098736.8,1.8888888888888906,-0.44345898004434225,-0.0040000000000000036,
2025-05-20,0.897,0.905,0.888,0.902,153727800.0,138662475.6,1.8952062430323318,0.44543429844097204,0.0040000000000000036,
2025-05-21,0.901,0.901,0.89,0.895,184793354.0,165390051.83,1.220865704772476,-0.77605321507761,-0.007000000000000006,
2025-05-22,0.894,0.899,0.885,0.885,189125000.0,167375625.0,1.5659955257270708,-1.1173184357541888,-0.010000000000000009,
2025-05-23,0.885,0.896,0.876,0.877,267431000.0,234536987.0,2.25988700564972,-0.9039548022598876,-0.008000000000000007,
2025-05-26,0.876,0.881,0.871,0.88,161145406.0,141807957.28,1.141552511415526,0.3420752565564511,0.0030000000000000027,
2025-05-27,0.877,0.879,0.863,0.865,175962500.0,152207562.5,1.8244013683010276,-1.7045454545454586,-0.015000000000000013,
2025-05-28,0.866,0.871,0.861,0.864,130676500.0,112904496.0,1.1547344110854514,-0.11560693641619046,-0.0010000000000000009,
2025-05-29,0.864,0.879,0.863,0.876,242569600.0,212490969.6,1.8518518518518534,1.388888888888884,0.01200000000000001,
2025-05-30,0.872,0.872,0.855,0.858,207404100.0,177952717.79999998,1.9495412844036715,-2.0547945205479423,-0.018000000000000016,
2025-06-03,0.852,0.862,0.852,0.857,179825800.0,154110710.6,1.1737089201877946,-0.11655011655011815,-0.0010000000000000009,
2025-06-04,0.858,0.866,0.856,0.863,143804900.0,124103628.7,1.1655011655011667,0.7001166861143604,0.006000000000000005,
2025-06-05,0.869,0.878,0.857,0.876,319946400.0,280273046.4,2.416570771001153,1.5063731170336103,0.013000000000000012,
2025-06-06,0.877,0.878,0.867,0.87,191406300.0,166523481.0,1.2542759407069566,-0.6849315068493178,-0.006000000000000005,
2025-06-09,0.873,0.879,0.87,0.875,161931300.0,141689887.5,1.0309278350515472,0.5747126436781658,0.0050000000000000044,
2025-06-10,0.876,0.876,0.85,0.861,278254900.0,239577468.9,2.9680365296803677,-1.6000000000000014,-0.014000000000000012,
2025-06-11,0.862,0.869,0.86,0.863,165704400.0,143002897.2,1.0440835266821356,0.23228803716608404,0.0020000000000000018,
