日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-08-07,1.009,1.009,0.981,0.986,42187200.0,41596579.2,2.775024777006929,,,
2025-08-08,0.983,0.991,0.973,0.977,26258000.0,25654066.0,1.8311291963377434,-0.9127789046653123,-0.009000000000000008,
2025-08-11,0.977,0.982,0.968,0.977,25537700.0,24950332.9,1.4329580348004107,0.0,0.0,
2025-08-12,0.977,0.985,0.973,0.977,18151500.0,17734015.5,1.2282497441146378,0.0,0.0,
2025-08-13,0.979,1.018,0.979,1.017,156715800.0,159379968.6,3.98365679264556,4.094165813715445,0.039999999999999925,
2025-08-14,1.024,1.028,1.008,1.015,99219100.0,100707386.49999999,1.9531250000000018,-0.1966568338249708,-0.0020000000000000018,
2025-08-15,1.016,1.045,1.016,1.044,216441400.0,225964821.6,2.8543307086614087,2.857142857142869,0.029000000000000137,
2025-08-18,1.052,1.074,1.048,1.072,110846700.0,118827662.4,2.4714828897338426,2.6819923371647514,0.028000000000000025,
2025-08-19,1.072,1.098,1.046,1.05,142418700.0,149539635.0,4.850746268656721,-2.0522388059701524,-0.02200000000000002,
2025-08-20,1.04,1.048,1.02,1.035,78091500.0,80824702.5,2.6923076923076947,-1.4285714285714457,-0.015000000000000124,
2025-08-21,1.037,1.054,1.037,1.045,88392000.0,92369640.0,1.6393442622950942,0.9661835748792313,0.010000000000000009,
2025-08-22,1.052,1.056,1.044,1.055,63142600.0,66615442.99999999,1.1406844106463887,0.9569377990430672,0.010000000000000009,
2025-08-25,1.075,1.08,1.059,1.08,85206100.0,92022588.0,1.9534883720930354,2.369668246445511,0.025000000000000133,
2025-08-26,1.077,1.08,1.065,1.065,60980400.0,64944126.0,1.3927576601671425,-1.388888888888895,-0.015000000000000124,
